pl_name,default_flag,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_kmag,sy_kmagerr1,sy_kmagerr2
DS Tuc A b,1,1,Published Confirmed,0,8.138268,0.000011,-0.000011,0,,,,,0.50851994,0.01516638,-0.01516638,0,,,,,,,,,,0,,,0,850,,,0,89.5,0.34,-0.41,0,2458332.31,0.00026,-0.00026,0,0,0.18,0.13,-0.12,0,0.2936,0.0026,-0.0026,0,3.1764,0.01176,-0.00936,0,20.35,0.29,-0.69,0,0.05419,0.00024,-0.00024,0,,,,,2458332.31,0.00026,-0.00026,0,,,,,,,,,,,,,5428,80,-80,0,0.964,0.029,-0.029,0,1.01,0.06,-0.06,0,0,,,0,,,,,6.676,0.034,-0.034
EPIC 201170410.02,1,1,Published Confirmed,0,6.7987,0.0001,-0.0001,0,0.0349,0.0027,-0.0022,0,0.09340708,0.02462307,-0.022928,0,,,,,,,,,,0,,,0,,,,,89.0025,0.4142,-0.2885,0,2456813.149,0.0006,-0.0005,0,0,0.46,0.2,-0.14,0,,,,,,,,,,,,,0.034,0.0007,-0.0006,0,,,,,,,,,,,,,,,,,,,,,3648,172,-143,0,0.282,0.074,-0.069,0,0.287,0.101,-0.084,0,-0.048,0.15,-0.21,0,4.999,0.075,-0.075,0,12.619,0.027,-0.027
EPIC 201238110 b,1,1,Published Confirmed,0,28.1656,0.0027,-0.0028,0,,,,,0.16683023,0.0178428,-0.04014631,0,,,,,,,,,,,,,,,,,,,,,,2456852.657,0.0023,-0.0023,0,0,0.24,0.24,-0.17,0,,,,,,,,,,,,,0.0458,0.0021,-0.0022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.112,-0.048,0,,,,,,,,,11.933,0.024,-0.024
EPIC 201427007 b,1,1,Published Confirmed,0,0.72091,0.00014,-0.00014,0,,,,,0.13382127,0.01784284,-0.01784284,0,,,,,,,,,,,,,,,,,,88.5,10,-10,0,2457625.794,0.0027,-0.0023,0,0,,,,,,,,,,,,,3.1,0.3,-0.6,0,0.0142,0.0013,-0.00067,0,,,,,,,,,,,,,,,,,,,,,5633,111,-111,0,0.94,0.09,-0.09,0,,,,,-0.053,0.24,-0.24,0,4.4,0.07,-0.07,0,12.581,0.029,-0.029
EPIC 201497682 b,1,1,Published Confirmed,0,2.13174,0.00022,-0.00022,0,,,,,0.0617361,0.00526363,-0.00428227,0,,,,,,,,,,,,,,,,,,,,,,2456850.026,0.0028,-0.0026,0,0,0.21,0.23,-0.15,0,,,,,,,,,,,,,0.0115,0.0008,-0.0008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.085,-0.17,0,,,,,,,,,11.438,0.026,-0.026
EPIC 201595106 b,1,1,Published Confirmed,0,0.87724,0.00004,-0.00004,0,0.0177,0.0003,-0.0003,0,0.13962019,0.00704792,-0.00704792,0,0.02413252,0.00235976,-0.00235976,0,Mass,11.1,2,-2,0,0,,,0,2038,39,-39,0,78.2,0.7,-0.7,0,2457583.044,0.00157,-0.00157,0,0,0.814,0.024,-0.024,0,,,,,,,,,,,,,0.0147,0.0007,-0.0007,0,,,,,2458204.265,0.32,-0.32,0,0,,,0,,,,,,,,,5679,60,-39,0,0.98,0.025,-0.025,0,0.958,0.048,-0.048,0,0.01,0.1,-0.1,0,4.435,0.035,-0.035,0,10.218,0.021,-0.021
EPIC 201615463 c,1,1,Published Confirmed,0,3.80464,0.00091,-0.00105,0,,,,,0.10884111,0.01873495,-0.01516638,0,,,,,,,,,,,,,,,,,,,,,,2457621.223,0.0051,-0.0053,0,0,0.61,0.14,-0.15,0,,,,,,,,,,,,,0.0093,0.0007,-0.0007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073,0.034,-0.034,0,,,,,,,,,10.637,0.022,-0.022
EPIC 201754305 d,1,1,Published Confirmed,0,2.71578,0.00031,-0.00031,0,,,,,0.09189045,0.00758319,-0.00767241,0,,,,,,,,,,,,,,,,,,,,,,2456850.496,0.0029,-0.0029,0,0,0.21,0.21,-0.14,0,,,,,,,,,,,,,0.015,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.03,-0.04,0,,,,,,,,,12.087,0.023,-0.023
EPIC 201757695.02,1,1,Published Confirmed,0,2.0478,0.0001,-0.0001,0,0.0296,0.0005,-0.0005,0,0.08102328,0.00522883,-0.00571059,0,,,,,,,,,,0,,,0,,,,,89.2757,0.3689,-0.3717,0,2456811.637,0.0008,-0.0007,0,0,0.12,0.06,-0.06,0,,,,,,,,,,,,,0.0127,0.0002,-0.0002,0,,,,,,,,,,,,,,,,,,,,,4520,108,-54,0,0.655,0.041,-0.045,0,0.727,0.044,-0.053,0,-0.003,0.12,-0.3,0,4.659,0.035,-0.025,0,12.149,0.026,-0.026
EPIC 201833600 c,1,1,Published Confirmed,0,3.96151,0.00046,-0.00051,0,,,,,0.08921402,0.01070568,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,2456852.655,0.0025,-0.0025,0,0,0.4,0.2,-0.24,0,,,,,,,,,,,,,0.0168,0.0012,-0.0012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611,0.056,-0.056,0,,,,,,,,,11.664,0.023,-0.023
EPIC 201841433 b,1,1,Published Confirmed,0,4.1698,0.0001,-0.0001,0,0.035,0.0009,-0.001,0,0.09278259,0.00330092,-0.00285485,0,,,,,,,,,,,,,,,,,,89.001,0.5117,-0.5574,0,2456811.636,0.0011,-0.0012,0,0,0.21,0.11,-0.12,0,,,,,,,,,,,,,0.0152,0.0004,-0.0003,0,,,,,,,,,,,,,,,,,,,,,5053,103,-166,0,0.628461,0.04342,-0.024858,0,0.802,0.081,-0.163,0,0,,,0,4.595,0.05,-2.86,0,12.454,0.03,-0.03
EPIC 205950854 c,1,1,Published Confirmed,0,8.050722,0.000075,-0.000038,0,,,,,0.11687037,0.01284682,-0.00562048,0,,,,,,,,,,,,,,960.6,20.5,-10.2,0,89.81,0.98,-0.43,0,2456973.765,0.01,-0.0099,0,0,0.064,0.307,-0.141,0,,,,,,,,,16.18,0.36,-0.18,0,0.01258,0.00075,-0.00057,0,,,,,,,,,,,,,,,,,,,,,5502.7,101,-50.5,0,0.83,0.087,-0.043,0,0.877,0.06,-0.029,0,,,,,,,,,10.549,0.024,-0.024
EPIC 206024342 b,1,1,Published Confirmed,0,4.50756,0.00062,-0.0006,0,,,,,0.15166384,0.05263627,-0.02765635,0,,,,,,,,,,,,,,,,,,,,,,2456899.132,0.0026,-0.0027,0,0,0.7,0.09,-0.1,0,,,,,,,,,,,,,0.0147,0.0012,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,0.082,-0.098,0,,,,,,,,,11.487,0.023,-0.023
EPIC 206024342 c,1,1,Published Confirmed,0,0.911724,0.000076,-0.000076,0,,,,,0.12489985,0.04460709,-0.04460709,0,,,,,,,,,,,,,,,,,,91.7,9,-9,0,2457016.53,0.0027,-0.0018,0,0,,,,,,,,,,,,,4.7,0.7,-1,0,0.0117,0.0011,-0.00056,0,,,,,,,,,,,,,,,,,,,,,5724,72,-72,0,1.1,0.36,-0.36,0,,,,,-0.22,0.06,-0.06,0,4.5,0.1,-0.1,0,11.487,0.023,-0.023
EPIC 206024342 d,1,1,Published Confirmed,0,14.647531,0.0000041,-0.0000041,0,,,,,0.23195686,0.08029276,-0.08029276,0,,,,,,,,,,,,,,,,,,90,2,-1,0,2456985.475,0.0038,-0.0025,0,0,,,,,,,,,,,,,29,2,-6,0,0.0217,0.0016,-0.00073,0,,,,,,,,,,,,,,,,,,,,,5724,72,-72,0,1.1,0.36,-0.36,0,,,,,-0.22,0.06,-0.06,0,4.5,0.1,-0.1,0,11.487,0.023,-0.023
EPIC 206032309 b,1,1,Published Confirmed,0,2.87814,0.00023,-0.00026,0,,,,,0.09010616,0.02141137,-0.01159782,0,,,,,,,,,,,,,,,,,,,,,,2456899.132,0.0017,-0.0017,0,0,0.26,0.26,-0.18,0,,,,,,,,,,,,,0.0405,0.0024,-0.0024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,0.035,-0.062,0,,,,,,,,,12.538,0.026,-0.026
EPIC 206042996 b,1,1,Published Confirmed,0,5.2986,0.0006,-0.0006,0,,,,,0.1516641,0.01784284,-0.01784284,0,,,,,,,,,,,,,,,,,,90.5,3,-3,0,2456989.046,0.0053,-0.0047,0,0,,,,,,,,,,,,,16,3,-4,0,0.0303,0.0041,-0.0025,0,,,,,,,,,,,,,,,,,,,,,4114,99,-99,0,0.5,0.04,-0.04,0,,,,,0.006,0.12,-0.12,0,4.8,0.05,-0.05,0,13.071,0.033,-0.033
EPIC 206042996 c,1,1,Published Confirmed,0,0.354884,0.000063,-0.000063,0,,,,,0.10705701,0.01784284,-0.00892142,0,,,,,,,,,,,,,,,,,,89.9,20,-10,0,2457007.068,0.002,-0.0017,0,0,,,,,,,,,,,,,2.6,0.5,-0.5,0,0.0223,0.0026,-0.0013,0,,,,,,,,,,,,,,,,,,,,,4114,99,-99,0,0.5,0.04,-0.04,0,,,,,0.006,0.12,-0.12,0,4.8,0.05,-0.05,0,13.071,0.033,-0.033
EPIC 206215704 b,1,1,Published Confirmed,0,2.255436,0.000091,-0.000091,0,,,,,0.08921418,0.00892142,-0.00802928,0,,,,,,,,,,,,,,,,,,89.9,3,-2,0,2457010.007,0.0018,-0.0016,0,0,,,,,,,,,,,,,17,3,-4,0,0.0383,0.0036,-0.0024,0,,,,,,,,,,,,,,,,,,,,,3297,73,-73,0,0.25,0.01,-0.01,0,,,,,-0.33,0.093,-0.093,0,4.9,0.08,-0.08,0,12.767,0.029,-0.029
EPIC 206317286 b,1,1,Published Confirmed,0,1.58252,0.00017,-0.00018,0,,,,,0.08564546,0.00981354,-0.0133821,0,,,,,,,,,,,,,,,,,,,,,,2457011.333,0.0024,-0.0024,0,0,0.57,0.15,-0.24,0,,,,,,,,,,,,,0.0133,0.0014,-0.0012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,0.09,-0.025,0,,,,,,,,,11.635,0.025,-0.025
EPIC 206317286 c,1,1,Published Confirmed,0,17.515472,0.002288,-0.002965,0,,,,,0.18681449,0.0157017,-0.01427427,0,,,,,,,,,,,,,,,,,,,,,,2456977.822,0.0071,-0.0031,0,0,0.268,0.205,-0.183,0,,,,,,,,,34.54,1.69,-2.6,0,0.0253,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,4752,138,-138,0,0.758,0.052,-0.057,0,0.832,0.253,-0.367,0,0.019,0.235,-0.235,0,4.596,0.15,-0.15,0,11.635,0.025,-0.025
EPIC 211822797 b,1,1,Published Confirmed,0,21.1701963,0.0000662,-0.0000642,0,0.1195,0.01,-0.0251,0,0.17129122,0.0107057,-0.00624499,0,,,,,,,,,,,,,,431,4,-17,0,,,,,2457144.405,0.0022025,-0.002253,0,0,0.38,0.3,-0.27,0,,,,,,,,,44.37,3.58,-9.35,0,0.0303,0.0019,-0.001,0,,,,,,,,,,,,,,,,,,,,,4057,37,-39,0,0.58,0.01,-0.01,0,0.62,0.02,-0.02,0,0.2,0.05,-0.07,0,4.7,0.01,-0.01,0,11.429,0.018,-0.018
EPIC 211945201 b,1,1,Published Confirmed,0,19.49221,0.000666,-0.000653,0,0.1493,0.0015,-0.0015,0,0.51387278,0.02676421,-0.02676421,0,,,,,,,,,,,,,,817,15,-14,0,,,,,2457158.825,0.00086,-0.00085,0,0,0.58,0.22,-0.34,0,,,,,,,,,35.63,6.71,-9.05,0,0.0379,0.0025,-0.0013,0,,,,,,,,,,,,,,,,,,,,,6069,90,-90,0,1.39,0.02,-0.02,0,1.17,0.04,-0.04,0,0.1,0.05,-0.05,0,4.22,0.02,-0.02,0,8.837,0.02,-0.02
EPIC 212297394 b,1,1,Published Confirmed,0,2.289363,0.000232,-0.000251,0,,,,,0.13203698,0.01159784,-0.00981356,0,,,,,,,,,,,,,,1149,43,-44,0,,,,,2457217.963,0.004892,-0.004738,0,0,0.41,0.29,-0.26,0,,,,,1.88,0.17,-0.16,0,8.53,1.18,-1.79,0,0.0169,0.0012,-0.0012,0,,,,,,,,,,,,,,,,,,,,,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0,-0.03,0.15,-0.16,0,4.55,0.03,-0.03,0,12.186,0.023,-0.023
EPIC 212297394 c,1,1,Published Confirmed,0,5.213965,0.000442,-0.000442,0,,,,,0.20251618,0.01695069,-0.01248998,0,,,,,,,,,,,,,,866,27,-37,0,,,,,2457222.479,0.003648,-0.003472,0,0,0.39,0.32,-0.27,0,,,,,2.62,0.11,-0.11,0,14.45,1.25,-3.23,0,0.0258,0.0018,-0.0011,0,,,,,,,,,,,,,,,,,,,,,5171,172,-130,0,0.8,0.03,-0.03,0,0.83,0.05,-0.04,0,-0.03,0.15,-0.16,0,4.55,0.03,-0.03,0,12.186,0.023,-0.023
EPIC 212424622 b,1,1,Published Confirmed,0,18.0983,0.006,-0.0058,0,,,,,0.19359443,0.0597734,-0.03746989,0,,,,,,,,,,,,,,,,,,,,,,2457263.262,0.009,-0.0069,0,0,0.74,0.08,-0.07,0,,,,,,,,,,,,,0.0148,0.0013,-0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.106,0.145,-0.12,0,,,,,,,,,11.775,0.021,-0.021
EPIC 212499991 b,1,1,Published Confirmed,0,34.885,0.011,-0.01,0,,,,,0.14274244,0.01159782,-0.01427424,0,,,,,,,,,,,,,,,,,,,,,,2457280.625,0.0081,-0.0096,0,0,0.28,0.26,-0.19,0,,,,,,,,,,,,,0.0193,0.0016,-0.0019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.912,0.037,-0.162,0,,,,,,,,,11.366,0.023,-0.023
EPIC 212587672 b,1,1,Published Confirmed,0,15.28078,0.000121,-0.000116,0,,,,,0.11240986,0.00981356,-0.00802928,0,,,,,,,,,,,,,,756,14,-15,0,,,,,2457227.645,0.004543,-0.004448,0,0,0.43,0.33,-0.29,0,,,,,3.46,0.2,-0.21,0,30.75,3.74,-8.15,0,0.0117,0.0009,-0.0007,0,,,,,,,,,,,,,,,,,,,,,6004,77,-78,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0,-0.18,0.06,-0.06,0,4.45,0.03,-0.04,0,10.857,0.021,-0.021
EPIC 212587672 c,1,1,Published Confirmed,0,23.228555,0.000068,-0.000071,0,,,,,0.20697689,0.01695069,-0.0107057,0,,,,,,,,,,,,,,658,13,-14,0,,,,,2457237.042,0.001902,-0.001818,0,0,0.43,0.35,-0.3,0,,,,,3.25,0.13,-0.09,0,50.74,5.07,-15.28,0,0.0215,0.0017,-0.0007,0,,,,,,,,,,,,,,,,,,,,,6004,77,-78,0,0.98,0.04,-0.03,0,0.99,0.03,-0.04,0,-0.18,0.06,-0.06,0,4.45,0.03,-0.04,0,10.857,0.021,-0.021
EPIC 212624936 b,1,1,Published Confirmed,0,0.578657,0.000016,-0.000016,0,,,,,0.10705701,0.02676425,-0.02676425,0,,,,,,,,,,,,,,,,,,90.3,10,-10,0,2457232.531,0.0025,-0.0022,0,0,,,,,,,,,,,,,3,0.4,-0.6,0,0.0114,0.0011,-0.00071,0,,,,,,,,,,,,,,,,,,,,,5765,170,-170,0,0.93,0.2,-0.2,0,,,,,-0.39,0.25,-0.25,0,4.4,0.07,-0.07,0,12.292,0.027,-0.027
EPIC 212624936 c,1,1,Published Confirmed,0,11.811437,0.00011,-0.00011,0,,,,,0.20519261,0.04460709,-0.04460709,0,,,,,,,,,,,,,,,,,,90,1,-0.9,0,2457233.787,0.0029,-0.0033,0,0,,,,,,,,,,,,,41,5,-10,0,0.0226,0.0022,-0.0011,0,,,,,,,,,,,,,,,,,,,,,5765,170,-170,0,0.93,0.2,-0.2,0,,,,,-0.39,0.25,-0.25,0,4.4,0.07,-0.07,0,12.292,0.027,-0.027
EPIC 212737443 b,1,1,Published Confirmed,0,13.603,0.0013,-0.0013,0,0.098,0.004,-0.004,0,0.23070747,0.01124097,-0.01124097,0,,,,,,,,,,0.2,0.2,-0.2,0,536,18,-18,0,89.071,0.161,-0.161,0,2457234.97,0.004,-0.004,0,0,0.479,0.101,-0.101,0,0.11,,,0,2.976,0.12,-0.12,0,31.994,0.646,-0.646,0,0.0352,0.0012,-0.0012,0,,,,,,,,,,,,,,,,,,,,,4684,79,-79,0,0.673,0.024,-0.024,0,0.69,0.038,-0.038,0,-0.137,0.127,-0.127,0,4.622,0.024,-0.024,0,12.16,0.024,-0.024
EPIC 212737443 c,1,1,Published Confirmed,0,65.55,0.0089,-0.0089,0,0.28,0.006,-0.006,0,0.23998573,0.01302525,-0.01302525,0,,,,,,,,,,0.2,0.2,-0.2,0,316,10,-10,0,89.63,0.044,-0.044,0,2457227.79,0.005,-0.005,0,0,0.567,0.082,-0.082,0,0.11,,,0,4.608,0.24,-0.24,0,91.172,1.82,-1.82,0,0.0366,0.0016,-0.0016,0,,,,,,,,,,,,,,,,,,,,,4684,79,-79,0,0.673,0.024,-0.024,0,0.69,0.038,-0.038,0,-0.137,0.127,-0.127,0,4.622,0.024,-0.024,0,12.16,0.024,-0.024
EPIC 220492298 b,1,1,Published Confirmed,0,0.762406,0.00015,-0.00015,0,,,,,0.08832204,0.00892142,-0.00892142,0,,,,,,,,,,,,,,,,,,92.6,10,-10,0,2457431.677,0.0037,-0.0033,0,0,,,,,,,,,,,,,3.2,0.6,-0.7,0,0.01,0.0012,-0.00072,0,,,,,,,,,,,,,,,,,,,,,5620,31,-31,0,0.89,0.09,-0.09,0,,,,,0.28,0.03,-0.03,0,4.5,0.08,-0.08,0,12.168,0.026,-0.026
EPIC 220554210 c,1,1,Published Confirmed,0,0.70531,0.000037,-0.000037,0,,,,,0.14274268,0.00892142,-0.00892142,0,,,,,,,,,,,,,,,,,,91.3,10,-10,0,2457466.113,0.0019,-0.0022,0,0,,,,,,,,,,,,,3,0.3,-0.5,0,0.0145,0.0011,-0.00065,0,,,,,,,,,,,,,,,,,,,,,5499,109,-109,0,1,0.04,-0.04,0,,,,,-0.23,0.16,-0.16,0,4.5,0.04,-0.04,0,12.002,0.021,-0.021
EPIC 220674823 b,1,1,Published Confirmed,0,0.5713127,0.0000055,-0.0000055,0,0.01314,0.00032,-0.00034,0,0.14952296,0.00330092,-0.00330092,0,0.02454154,0.00223391,-0.00220245,0,Mass,9.09,0.98,-0.98,0,0,,,0,2299,36,-35,0,85.2,2.9,-2.4,0,2457394.009,0.00067,-0.00069,0,0,0.24,0.11,-0.14,0,0.0241,0.0009,-0.00087,0,1.54,0.033,-0.031,0,2.855,0.061,-0.065,0,0.01553,0.00029,-0.00028,0,,,,,,,,,,,,,,,,,,,,,5578,46,-46,0,0.99,0.012,-0.012,0,0.913,0.024,-0.024,0,-0.005,0.059,-0.059,0,4.408,0.017,-0.017,0,10.344,0.021,-0.021
EPIC 220674823 c,1,1,Published Confirmed,0,13.33989,0.00068,-0.0007,0,0.1073,0.0026,-0.0027,0,0.25336827,0.00892142,-0.00713713,0,0.0230313,0.00783442,-0.00748832,0,Mass,1.72,0.66,-0.58,0,0.17,0.11,-0.11,0,804,13,-12,0,88.62,0.4,-0.17,0,2457405.732,0.0016,-0.0016,0,0,0.53,0.13,-0.2,0,0.0693,0.0047,-0.0036,0,3.661,0.078,-0.073,0,23.32,0.5,-0.52,0,0.02659,0.0008,-0.00073,0,,,,,,,,,,,,,,,,,,,,,5578,46,-46,0,0.99,0.012,-0.012,0,0.913,0.024,-0.024,0,-0.005,0.059,-0.059,0,4.408,0.017,-0.017,0,10.344,0.021,-0.021
EPIC 228836835 b,1,1,Published Confirmed,0,0.728113,0.000063,-0.000063,0,,,,,0.0981356,0.02676425,-0.01784284,0,,,,,,,,,,,,,,,,,,89.7,7,-5,0,2457585.451,0.0014,-0.0012,0,0,,,,,,,,,,,,,6.4,1,-2,0,0.0299,0.003,-0.0018,0,,,,,,,,,,,,,,,,,,,,,3782,152,-152,0,0.32,0.07,-0.07,0,,,,,-0.18,0.25,-0.25,0,5,0.07,-0.07,0,12.02,0.027,-0.027
EPIC 229004835 b,1,1,Published Confirmed,0,16.141132,0.000019,-0.000019,0,0.1237,0.0017,-0.0017,0,0.20804746,0.00713713,-0.00838613,0,0.03272206,0.00503416,-0.00471953,0,Mass,4.49,0.92,-0.81,0,0.23,,,1,804,10,-10,0,88.08,0.26,-0.24,0,2457920.446,0.0008,-0.0008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5868,60,-60,0,0.999,0.008,-0.008,0,0.97,0.04,-0.04,0,-0.12,0.05,-0.05,0,,,,,8.725,0.023,-0.023
EPIC 246851721 b,1,1,Published Confirmed,0,6.180235,0.000014,-0.000014,0,0.07229,0.00074,-0.00075,0,1.051,0.044,-0.044,0,3,1.1,-1.2,0,Mass,3.1,1.3,-1.3,0,,,,,1401,16,-16,0,86.21,0.17,-0.17,0,2457865.11,0.0001,-0.0001,0,0,0.647,0.017,-0.018,0,0.464,0.035,-0.035,0,4.10808,0.01776,-0.018,0,9.8,0.17,-0.17,0,0.0681,0.0025,-0.0026,0,,,,,2457858.93,0.0001,-0.0001,0,,,,,-1.47,0.87,-0.86,0,3.7,3.7,-1.8,0,6202,52,-50,0,1.586,0.034,-0.033,0,1.317,0.041,-0.04,0,0.141,0.082,-0.085,0,4.157,0.016,-0.016,0,9.893,0.018,-0.018
EPIC 248847494 b,1,1,Published Confirmed,0,3650,1280,-1130,0,4.5,1,-1,0,1.11,0.07,-0.07,0,13,,,1,Mass,,,,,0,,,0,183,25,-18,0,89.87,0.02,-0.03,0,2457967.17,0.01,-0.01,0,0,0.79,0.04,-0.07,0,0.18,,,0,53.6,5.9,-5.3,0,,,,,0.042,0.002,-0.002,0,,,,,,,,,,,,,,,,,,,,,4898,68,-68,0,2.7,0.12,-0.12,0,0.9,0.09,-0.09,0,-0.23,0.04,-0.04,0,3.52,,,0,10.148,0.02,-0.02
EPIC 249893012 b,1,1,Published Confirmed,0,3.5951,0.0003,-0.0003,0,0.047,0.005,-0.007,0,0.17396735,0.00802926,-0.00713712,0,0.02753044,0.00342951,-0.00339804,0,Mass,6.39,1.19,-1.04,0,0.06,0.08,-0.04,0,1616,149,-79,0,86.14,2.6,-3.5,0,2457994.396,0.005,-0.005,0,0,0.42,0.28,-0.25,0,,,,,4.33,0.18,-0.15,0,5.93,0.96,-0.6,0,0.0104,0.0004,-0.0004,0,,,,,2457994.67,1.2,-1.7,0,225,67,-123,0,,,,,,,,,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,3.99,0.03,-0.03,0,9.714,0.023,-0.023
EPIC 249893012 c,1,1,Published Confirmed,0,15.624,0.001,-0.001,0,0.13,0.01,-0.02,0,0.32741547,0.01516638,-0.01248996,0,0.04615675,0.00578926,-0.00594658,0,Mass,1.62,0.3,-0.29,0,0.07,0.08,-0.05,0,990,92,-49,0,87.94,0.74,-1.05,0,2457998.841,0.002,-0.004,0,0,0.6,0.15,-0.21,0,,,,,6.37,0.15,-0.12,0,15.79,1.58,-2.56,0,0.0197,0.0008,-0.0006,0,,,,,2457998.3,4.4,-3.7,0,217,100,-170,0,,,,,,,,,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,3.99,0.03,-0.03,0,9.714,0.023,-0.023
EPIC 249893012 d,1,1,Published Confirmed,0,35.747,0.005,-0.005,0,0.22,0.02,-0.04,0,0.35150326,0.01159782,-0.01070568,0,0.0320297,0.00773999,-0.00761413,0,Mass,0.91,0.25,-0.23,0,0.15,0.21,-0.11,0,752,69,-37,0,89.47,0.36,-0.5,0,2458008.652,0.003,-0.003,0,0,0.25,0.23,-0.17,0,,,,,9.56,0.14,-0.13,0,27.42,2.74,-4.44,0,0.0211,0.0005,-0.0004,0,,,,,2458008.77,7.9,-9,0,181,81,-61,0,,,,,,,,,5430,85,-85,0,1.71,0.04,-0.04,0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0,3.99,0.03,-0.03,0,9.714,0.023,-0.023
G 9-40 b,1,1,Published Confirmed,0,5.7459982,0.000002,-0.000002,0,0.0418,0.00064,-0.00064,0,0.16950694,0.00579892,-0.00579892,0,0.01258541,0.0019822,-0.0019822,0,Mass,3.2,0.63,-0.58,0,0,,,0,440.6,7.6,-7.6,0,89.03,0.1,-0.1,0,2459503.327,0.00042,-0.00042,0,0,0.513,0.042,-0.042,0,,,,,1.693,0.07,-0.061,0,30.46,0.67,-0.75,0,0.0575,0.00075,-0.00075,0,,,,,,,,,90,,,0,,,,,,,,,3395,51,-51,0,0.3026,0.0095,-0.0095,0,0.2952,0.0136,-0.0136,0,-0.07,0.16,-0.16,0,4.84,0.04,-0.04,0,9.19,0.018,-0.018
GJ 1132 b,1,1,Published Confirmed,0,1.62892911,0.00000029,-0.0000003,0,0.0157,0.00013,-0.00013,0,0.1063,0.0034,-0.004,0,0.00578,0.0006,-0.00059,0,Mass,5.97,0.96,-0.79,0,0.0118,0.047,-0.0099,0,583.8,11,-8.5,0,88.16,0.19,-0.18,0,2459280.99,0.00013,-0.00013,0,0,0.504,0.032,-0.038,0,0.2443,0.0014,-0.0015,0,0.76646,0.00214,-0.00216,0,15.26,0.59,-0.45,0,0.04943,0.00015,-0.00015,0,,,,,2459280.149,0.025,-0.6,0,-95.8,5.5,-130,0,,,,,,,,,3229,78,-62,0,0.2211,0.0069,-0.0081,0,0.1945,0.0048,-0.0046,0,-0.17,0.15,-0.15,0,5.037,0.034,-0.026,0,8.322,0.027,-0.027
